system,file,shannon,simpson
human,1,91.22,44.01
human,10,93.21,44.42
human,100,100.31,41.17
human,11,85.11,46.07
human,12,90.79,44.88
human,13,87.25,47.32
human,14,90.31,46.1
human,15,102.46,43.58
human,16,87.38,45.83
human,17,90.15,43.23
human,18,99.37,43.56
human,19,84.71,47.95
human,2,93.82,43.08
human,20,86.18,45.9
human,21,84.08,47.34
human,22,100.16,42.8
human,23,102.05,39.64
human,24,87.31,44.84
human,25,102.53,39.51
human,26,96.76,41.99
human,27,82.53,46.93
human,28,98.08,42.3
human,29,83.38,46.71
human,3,91.11,43.11
human,30,87.62,47.65
human,31,89.06,46.62
human,32,83.31,47.2
human,33,93.82,44.45
human,34,94.54,44.06
human,35,98.39,42.1
human,36,82.62,48.07
human,37,97.71,43.59
human,38,80.99,49.81
human,39,92.01,45.26
human,4,90.43,45.75
human,40,87.59,44.83
human,41,101.87,41.38
human,42,91.35,45.39
human,43,90.97,43.86
human,44,95.06,42.28
human,45,110.23,38.91
human,46,84.54,45.44
human,47,89.86,44.05
human,48,90.38,45.59
human,49,96.99,41.77
human,5,89.65,44.36
human,50,80.86,47.87
human,51,94.97,43.92
human,52,86.92,46.72
human,53,108.34,39.63
human,54,120.82,35.41
human,55,83.3,48.3
human,56,89.62,45.32
human,57,89.91,43.83
human,58,83.06,49.32
human,59,86.21,47.06
human,6,68.43,54.27
human,60,97.88,42.18
human,61,83.01,48.08
human,62,102.12,41.69
human,63,93.39,43.66
human,64,89.46,45.37
human,65,85.51,45.94
human,66,89.96,45.35
human,67,79.53,49.15
human,68,90.74,46.25
human,69,82.06,48.54
human,7,98.09,42.52
human,70,95.06,43.91
human,71,104.15,38.4
human,72,89.6,45.78
human,73,98.0,41.52
human,74,97.6,41.44
human,75,96.14,43.7
human,76,92.13,44.84
human,77,96.5,42.68
human,78,86.36,45.96
human,79,91.38,43.67
human,8,79.76,49.39
human,80,80.95,48.43
human,81,82.93,46.48
human,82,92.32,43.53
human,83,93.68,45.99
human,84,85.01,46.33
human,85,91.05,44.3
human,86,96.37,42.45
human,87,85.23,46.26
human,88,89.74,44.68
human,89,94.96,42.7
human,9,101.63,41.87
human,90,86.27,47.58
human,91,93.13,43.47
human,92,96.78,44.04
human,93,90.16,45.67
human,94,95.92,44.16
human,95,96.01,42.3
human,96,82.46,48.74
human,97,86.14,45.83
human,98,91.3,44.59
human,99,103.0,39.86
continue,1,87.26,46.64
continue,10,86.48,46.08
continue,100,96.78,41.89
continue,11,77.93,50.81
continue,12,85.2,46.34
continue,13,98.75,42.08
continue,14,85.79,47.45
continue,15,89.78,45.57
continue,16,95.31,42.22
continue,17,100.47,41.02
continue,18,83.2,47.52
continue,19,87.74,46.12
continue,2,81.6,47.91
continue,20,94.55,44.55
continue,21,90.61,44.92
continue,22,95.25,42.82
continue,23,90.78,44.44
continue,24,93.14,43.16
continue,25,85.23,45.91
continue,26,81.48,48.37
continue,27,86.05,46.81
continue,28,89.61,44.47
continue,29,96.04,42.82
continue,3,89.83,45.32
continue,30,88.48,45.83
continue,31,87.05,45.41
continue,32,89.36,45.07
continue,33,80.07,48.1
continue,34,84.51,46.72
continue,35,86.38,46.01
continue,36,81.03,48.73
continue,37,77.27,49.8
continue,38,82.51,48.55
continue,39,87.53,46.47
continue,4,94.44,43.09
continue,40,89.03,45.52
continue,41,87.44,47.16
continue,42,86.58,47.0
continue,43,81.92,50.02
continue,44,89.94,44.92
continue,45,86.03,46.14
continue,46,81.73,48.49
continue,47,97.2,42.42
continue,48,92.72,43.46
continue,49,94.12,43.7
continue,5,86.47,46.56
continue,50,82.43,48.49
continue,51,87.8,47.19
continue,52,87.34,46.53
continue,53,81.22,47.51
continue,54,85.43,46.6
continue,55,85.62,46.4
continue,56,85.73,46.42
continue,57,90.43,44.35
continue,58,85.93,46.51
continue,59,77.94,51.0
continue,6,85.09,47.27
continue,60,90.76,45.27
continue,61,94.4,43.72
continue,62,87.68,45.93
continue,63,88.48,45.6
continue,64,81.17,47.59
continue,65,83.06,47.1
continue,66,77.83,50.04
continue,67,95.45,42.23
continue,68,86.0,48.25
continue,69,87.61,46.86
continue,7,85.71,46.99
continue,70,84.93,46.82
continue,71,75.57,51.79
continue,72,83.37,47.91
continue,73,85.88,46.65
continue,74,80.07,49.74
continue,75,86.67,46.1
continue,76,80.0,48.88
continue,77,83.01,47.82
continue,78,82.2,47.83
continue,79,86.17,45.81
continue,8,79.71,48.38
continue,80,98.38,42.41
continue,81,88.86,44.71
continue,82,84.06,46.32
continue,83,83.56,47.71
continue,84,80.77,49.72
continue,85,83.16,46.88
continue,86,91.46,44.8
continue,87,87.9,45.56
continue,88,89.04,45.58
continue,89,90.13,44.1
continue,9,94.87,43.75
continue,90,90.9,44.65
continue,91,87.7,46.45
continue,92,93.38,44.04
continue,93,92.35,44.45
continue,94,96.31,42.82
continue,95,92.49,45.44
continue,96,86.69,46.3
continue,97,81.26,47.92
continue,98,91.47,44.11
continue,99,91.52,44.66
explain,1,85.11,46.9
explain,10,93.89,43.31
explain,100,101.3,42.73
explain,11,82.48,48.21
explain,12,82.61,48.26
explain,13,85.51,48.28
explain,14,89.5,48.68
explain,15,99.96,44.98
explain,16,82.06,49.24
explain,17,93.42,44.06
explain,18,81.99,48.66
explain,19,81.08,48.56
explain,2,93.5,43.95
explain,20,84.26,48.61
explain,21,94.59,42.79
explain,22,86.99,46.8
explain,23,101.21,41.83
explain,24,90.36,44.27
explain,25,90.78,45.28
explain,26,90.84,44.61
explain,27,88.54,45.32
explain,28,87.49,45.77
explain,29,88.19,46.57
explain,3,92.89,43.98
explain,30,90.6,45.52
explain,31,94.11,43.84
explain,32,84.63,46.25
explain,33,100.99,40.61
explain,34,92.39,44.08
explain,35,84.01,48.47
explain,36,84.93,48.25
explain,37,90.06,45.39
explain,38,95.58,43.88
explain,39,93.84,44.01
explain,4,85.05,49.93
explain,40,85.77,49.11
explain,41,92.12,45.41
explain,42,86.29,47.85
explain,43,81.5,48.92
explain,44,83.56,46.91
explain,45,93.3,44.01
explain,46,77.76,50.78
explain,47,86.73,46.46
explain,48,90.16,47.0
explain,49,99.03,42.6
explain,5,91.81,44.91
explain,50,81.53,48.39
explain,51,95.97,42.87
explain,52,86.18,46.18
explain,53,95.07,42.63
explain,54,90.72,46.27
explain,55,83.11,48.89
explain,56,87.2,46.35
explain,57,75.62,51.01
explain,58,88.19,46.23
explain,59,95.27,43.39
explain,6,85.8,47.54
explain,60,100.83,40.73
explain,61,88.84,45.9
explain,62,79.73,49.18
explain,63,92.86,43.57
explain,64,90.3,45.33
explain,65,87.25,46.21
explain,66,80.33,48.66
explain,67,85.03,46.25
explain,68,85.54,47.96
explain,69,93.25,45.23
explain,7,92.36,44.69
explain,70,90.54,44.77
explain,71,81.9,47.33
explain,72,81.59,48.53
explain,73,74.08,53.16
explain,74,90.48,44.32
explain,75,88.06,47.9
explain,76,83.21,47.12
explain,77,87.97,46.4
explain,78,90.53,44.95
explain,79,93.39,42.69
explain,8,78.39,49.75
explain,80,89.96,45.51
explain,81,79.84,49.6
explain,82,85.55,47.58
explain,83,93.61,44.02
explain,84,80.69,49.54
explain,85,83.9,47.51
explain,86,88.35,45.82
explain,87,83.06,47.5
explain,88,94.15,45.05
explain,89,80.08,49.88
explain,9,90.21,46.3
explain,90,97.79,42.13
explain,91,81.77,48.68
explain,92,89.86,46.39
explain,93,93.61,44.11
explain,94,90.68,45.44
explain,95,93.78,45.35
explain,96,89.63,46.99
explain,97,79.25,49.6
explain,98,85.89,46.89
explain,99,83.75,47.83
create,1,85.45,46.47
create,10,97.27,41.47
create,100,88.25,46.15
create,11,74.94,50.46
create,12,91.55,43.55
create,13,85.51,46.92
create,14,87.15,46.91
create,15,99.98,42.32
create,16,78.83,49.97
create,17,82.42,47.56
create,18,84.12,47.06
create,19,84.54,47.72
create,2,86.88,46.61
create,20,82.55,48.68
create,21,84.79,46.46
create,22,92.21,43.44
create,23,89.59,46.0
create,24,79.68,49.61
create,25,102.96,40.86
create,26,86.3,45.11
create,27,90.94,44.21
create,28,82.9,47.14
create,29,86.56,46.53
create,3,82.43,47.99
create,30,89.26,44.89
create,31,83.43,47.39
create,32,86.35,46.7
create,33,88.79,45.52
create,34,84.37,47.33
create,35,92.61,43.15
create,36,99.36,41.17
create,37,89.31,44.18
create,38,86.34,46.02
create,39,90.07,44.72
create,4,89.23,46.9
create,40,82.42,47.42
create,41,94.49,43.58
create,42,86.73,45.98
create,43,99.33,40.87
create,44,92.7,43.82
create,45,76.19,51.03
create,46,92.66,43.29
create,47,79.88,49.65
create,48,92.31,44.87
create,49,86.79,47.45
create,5,81.02,48.08
create,50,80.1,48.35
create,51,80.17,48.45
create,52,87.84,45.08
create,53,91.18,43.88
create,54,91.41,44.1
create,55,87.3,46.69
create,56,83.96,48.32
create,57,83.82,46.82
create,58,85.21,46.76
create,59,89.32,45.74
create,6,85.43,45.65
create,60,89.5,44.59
create,61,89.99,45.48
create,62,90.68,43.64
create,63,91.08,45.75
create,64,83.1,47.81
create,65,79.92,50.1
create,66,84.79,45.73
create,67,85.19,46.46
create,68,85.93,47.19
create,69,90.92,44.01
create,7,85.03,47.41
create,70,87.12,45.87
create,71,100.35,40.7
create,72,85.17,45.76
create,73,84.94,46.92
create,74,80.87,49.69
create,75,88.05,44.88
create,76,75.81,51.63
create,77,84.12,46.77
create,78,88.67,45.0
create,79,87.07,46.59
create,8,90.14,44.29
create,80,83.69,47.27
create,81,78.57,50.26
create,82,88.14,46.08
create,83,81.82,48.16
create,84,83.27,47.41
create,85,92.61,43.97
create,86,81.17,49.23
create,87,75.47,49.72
create,88,79.05,49.52
create,89,82.29,47.08
create,9,84.42,49.27
create,90,89.33,45.68
create,91,90.22,44.7
create,92,88.09,45.11
create,93,87.1,46.59
create,94,86.99,46.62
create,95,85.29,46.69
create,96,85.02,46.29
create,97,87.35,45.63
create,98,92.53,43.61
create,99,85.17,47.39
